,Course Title,Course Headline,Rating,Reviews,Course Length,Lectures,Level,Instructor
1065,Programming in Mathematica,Learning Mathematica with Zero <strong>Programming</strong> Knowledge (but some Math Knowledge),Rating: 4.7 out of 5,534 reviews,7 total hours,47 lectures,Intermediate,"Shad Sharma, Sahand Hariri"
1066,Python Programming Bootcamp 2021 | Master Python Programming,Become A Certified Python Developer And Master The Fundamentals.,Rating: 4.3 out of 5,149 reviews,14 total hours,189 lectures,Beginner,Sundar Balamurugan
1067,Data science with R: tidyverse,"R <strong>Programming</strong> Language, Data Analysis, Data Cleaning, Data Science, Data Wrangling, tidyverse, dplyr, ggplot2, RStudio",Rating: 4.5 out of 5,188 reviews,31 total hours,203 lectures,All Levels,Marko Intihar
1068,The Python Programming A-Z Definitive Diploma in 2023,"The Hands-On Guide to Master Modern Python and Data, to Advance your Dev and Data Career in no time!",Rating: 4.1 out of 5,2617 reviews,5.5 total hours,95 lectures,All Levels,SDE Arts | Octavo
1069,Beginner Python and Coding Intro - Scripting a Virtual Car,Learn Python and <strong>Programming</strong> in a fun virtual car environment designed especially for people new to <strong>programming</strong>,Rating: 4.7 out of 5,189 reviews,1.5 total hours,27 lectures,Beginner,Ala Shiban
1070,C Programming 360° Bootcamp: Zero to Hero,,Rating: 4.8 out of 5,42 reviews,13.5 total hours,118 lectures,All Levels,Electrovert Labs
1071,C Programming Language Hands-On-Lab Challenge,,Rating: 0.0 out of 5,0 reviews,22.5 total hours,140 lectures,All Levels,Atish Jain
1072,Programming Practices for Software Engineers,,Rating: 0.0 out of 5,0 reviews,7 total hours,84 lectures,All Levels,RougeNeuron Academy
1073,8086 Microprocessor - Architecture & Programming,,Rating: 5.0 out of 5,2 reviews,19 total hours,40 lectures,Intermediate,Dr. Yogesh Misra
1074,The Guide to Computer Programming in Java,,Rating: 4.9 out of 5,4 reviews,7 total hours,48 lectures,All Levels,Alexandru Dincă
1075,Programming with Python - part1,,Rating: 0.0 out of 5,0 reviews,4.5 total hours,17 lectures,Beginner,Alison A
1076,Go Programming Bootcamp,,Rating: 4.8 out of 5,80 reviews,15.5 total hours,81 lectures,All Levels,Derek Banas
1077,C# Tutorial: Full Course For Beginners - Fundamentals of C#,,Rating: 0.0 out of 5,0 reviews,26.5 total hours,16 lectures,Beginner,Furkan Gözükara
1078,C Programming: Become A Pro! Think Like a Programmer!,Become a Powerful Programmer | Waste No Time | Solve A LOT Of Exercises ( 11+ hrs) | Succeed in your exams!,Rating: 4.6 out of 5,93 reviews,18.5 total hours,174 lectures,All Levels,Ali Badran
1079,Learn C++ Programming By Making Games Volume 2,In depth and practical look at Object Oriented <strong>Programming</strong>,Rating: 4.4 out of 5,226 reviews,28.5 total hours,189 lectures,Intermediate,Serge Lansiquot
1080,Applied Python: Building Projects with Python Programming,Learn to apply Python and build many Python Programs using powerful libraries and tools. Build More than 14 Apps,Rating: 4.1 out of 5,309 reviews,3.5 total hours,27 lectures,All Levels,"SDE Arts | Octavo, Ahmed Ibrahim"
1081,PCAP Certified Associate in Python Programming Certification,PCAP-31-03 Practice Test,Rating: 4.6 out of 5,28 reviews,286 questions,,All Levels,Jeremias Lacanienta
1082,Java for Beginners - Learn all the Basics of Java,Learn Java <strong>programming</strong> with various java projects- Understand key Java elements and be able to create basic java apps,Rating: 4.3 out of 5,2754 reviews,5.5 total hours,33 lectures,Beginner,Yassin Marco
1083,Web Programming with Python,Learning Web <strong>Programming</strong> with Python. An Essential Course for any Web Developer. Start Python web <strong>programming</strong> today,Rating: 3.7 out of 5,429 reviews,4 total hours,53 lectures,All Levels,Infinite Skills
1084,Exploring AWS IoT,Device to AWS Cloud integration:  <strong>Programming</strong> Embedded Devices and managing data in AWS IoT,Rating: 4.6 out of 5,2595 reviews,8.5 total hours,85 lectures,Intermediate,Stephen Borsay
1085,Python beginner to advanced complete master class (2022),Learn <strong>programming</strong> from the scratch with a professional Software Engineer!,Rating: 4.8 out of 5,116 reviews,14.5 total hours,81 lectures,Beginner,Praneeth Peiris
1086,Learn Multithreading and Parallel Programming in C# and .Net,Understanding in multithreading and asynchronous <strong>programming</strong> and parallel <strong>programming</strong> in C# and .Net,Rating: 4.7 out of 5,14 reviews,5 total hours,54 lectures,All Levels,TheDotNet Office
1087,Learn Advanced Python Programming in 2022,Make Real World Applications and Machine Learning Models in Python,Rating: 4.6 out of 5,196 reviews,9.5 total hours,72 lectures,Expert,Coding School
1088,Learning Python 3 Programming for the Absolute Beginner,Learn Python 3 for Beginners Quickly. All major concepts taught. Do challenge questions with fully explained solutions.,Rating: 4.6 out of 5,28 reviews,11.5 total hours,107 lectures,Beginner,Lee Assam
1089,HTML and CSS Masterclass,Web development requires these skills.  Learn HTML5 and CSS 3 as well as Bootstrap and XHTML!,Rating: 4.3 out of 5,203 reviews,10.5 total hours,181 lectures,All Levels,"Tim Buchalka's Learn Programming Academy, Robert Gioia"
1090,Top Programming Bundle: Learn Rails And Ruby Programming,"Learn Ruby <strong>Programming</strong> and the Rails Web Development Platform Fast!  Become a Coder, Web Developer, or Software Engineer",Rating: 4.6 out of 5,109 reviews,11 total hours,128 lectures,Beginner,John Elder
1091,Python Programming for Beginners : Hands-On (Online Lab),Learn Python 3 from scratch to become an expert with access to the live Python lab!,Rating: 4.4 out of 5,131 reviews,15 total hours,182 lectures,All Levels,Coding Gears | Train Your Brain
1092,Programming Effectively in Python,"From first-class functions to abstract base classes, tackle Python performance problems.",Rating: 4.1 out of 5,30 reviews,8.5 total hours,82 lectures,Beginner,Packt Publishing
1093,Algorithms in Java :Live problem solving & Design Techniques,"Recursion,BackTracking,Divide & Conquer,Dynamic <strong>Programming</strong>,Greedy Algorithms via Data Structures and Algorithms in Java",Rating: 4.6 out of 5,104 reviews,19.5 total hours,167 lectures,All Levels,Basics Strong
1094,R For Beginners: Learn R Programming from Scratch,"R <strong>Programming</strong> in R and R Studio, analyse data with R (<strong>programming</strong> language) and become professional at data mining",Rating: 4.6 out of 5,201 reviews,3 total hours,33 lectures,All Levels,Oak Academy
1095,"Python Programming: Machine Learning, Deep Learning | Python","Python Machine Learning and Python Deep Learning with Data Analysis,  Artificial Intelligence, OOP, and Python Projects",Rating: 4.6 out of 5,111 reviews,21.5 total hours,146 lectures,All Levels,"Oak Academy, Ali̇ CAVDAR"
1096,Linked Lists with C,Build a library for working with Linked Lists using the C <strong>programming</strong> language,Rating: 4.8 out of 5,50 reviews,4.5 total hours,17 lectures,Intermediate,Portfolio Courses
1097,Advanced Foundations of Python Programming | 2022 Training,Digging Into The Advanced Foundations of Python <strong>Programming</strong> - Become An Advanced Python Developer - Hands-On Training,Rating: 4.4 out of 5,270 reviews,4 total hours,58 lectures,All Levels,"SDE Arts | Octavo, Ahmed Ibrahim"
1098,C Programming 360° Bootcamp: Zero to Hero,,Rating: 4.8 out of 5,42 reviews,13.5 total hours,118 lectures,All Levels,Electrovert Labs
1099,C Programming Language Hands-On-Lab Challenge,,Rating: 0.0 out of 5,0 reviews,22.5 total hours,140 lectures,All Levels,Atish Jain
1100,Programming Practices for Software Engineers,,Rating: 0.0 out of 5,0 reviews,7 total hours,84 lectures,All Levels,RougeNeuron Academy
1101,8086 Microprocessor - Architecture & Programming,,Rating: 5.0 out of 5,2 reviews,19 total hours,40 lectures,Intermediate,Dr. Yogesh Misra
1102,The Guide to Computer Programming in Java,,Rating: 4.9 out of 5,4 reviews,7 total hours,48 lectures,All Levels,Alexandru Dincă
1103,Programming with Python - part1,,Rating: 0.0 out of 5,0 reviews,4.5 total hours,17 lectures,Beginner,Alison A
1104,Go Programming Bootcamp,,Rating: 4.8 out of 5,80 reviews,15.5 total hours,81 lectures,All Levels,Derek Banas
1105,C# Tutorial: Full Course For Beginners - Fundamentals of C#,,Rating: 0.0 out of 5,0 reviews,26.5 total hours,16 lectures,Beginner,Furkan Gözükara
1106,Master The Basics Of Python Tkinter,Full Tkinter <strong>Programming</strong> Course,Rating: 4.7 out of 5,108 reviews,3 total hours,13 lectures,Beginner,Programming Knowledge
1107,Python Object Oriented Programming (OOPs) concept,Python: Learn to code with Python <strong>programming</strong> language OOPs. Object Oriented <strong>Programming</strong>,Rating: 4.5 out of 5,20 reviews,11 total hours,14 lectures,All Levels,Rahul Tiwari
1108,Arduino For Beginners - 2023 Complete Course,Arduino Step by Step | Robotics | Hands-on | Arduino Projects | Home Automation | Arduino <strong>Programming</strong>,Rating: 4.6 out of 5,941 reviews,15 total hours,150 lectures,Beginner,Edouard Renard
1109,Machine Learning using Python Programming,Learn the core concepts of Machine Learning and its algorithms and how to implement them in Python 3,Rating: 4.4 out of 5,341 reviews,7.5 total hours,64 lectures,All Levels,Sujithkumar MA
1110,Python GUI Programming Using PyQt5,Build Python GUI Desktop Applications With PYQT and Master Sqlite,Rating: 3.8 out of 5,722 reviews,19 total hours,118 lectures,Intermediate,"Tim Buchalka's Learn Programming Academy, Volkan Atış"
1111,"PLC programming  - FUN, EASY & INTERACTIVE!",Learn PLC <strong>programming</strong> with ladder logic on a PLC simulator. NO EXPENSIVE HARDWARE NEEDED!,Rating: 4.7 out of 5,161 reviews,5 total hours,66 lectures,All Levels,The Wiring Wizard
1112,Learn Python Programming From Scratch,A Great Resource to Start and Master Python Development,Rating: 4.4 out of 5,673 reviews,6.5 total hours,40 lectures,Beginner,"Eduonix Learning Solutions, Eduonix-Tech ., Eduonix Support"
1113,Python Programming Inside Out. A Total Reference,"History and features. Interactive vs Script mode. Lists, Tuples, Strings ,Set.  while & for loop. Functions, Oops. GUI.",Rating: 4.6 out of 5,18 reviews,38.5 total hours,27 lectures,All Levels,Prof . Mathew K K Kanhirathinkal Kurian
1114,The C++ Course : Whole New Learning Experience with C++ | CP,Learn Beginning C++ <strong>Programming</strong> and Start your software engineering carrer now !,Rating: 4.4 out of 5,205 reviews,8.5 total hours,65 lectures,All Levels,OCSALY Academy | 150.000+ Students
1115,"Full Stack Data Science with Python, Numpy and R Programming","Learn data science with R <strong>programming</strong> and Python. Use NumPy, Pandas to  manipulate the data and produce outcomes | R",Rating: 4.4 out of 5,140 reviews,30.5 total hours,236 lectures,All Levels,Oak Academy
1116,Programming in c,C Language,Rating: 4.7 out of 5,18 reviews,2.5 total hours,13 lectures,All Levels,Sonia garg
1117,Beyond Basic Programming - Intermediate Python,Take your Python skills to the next level. Learn how expert programmers work with code and the techniques they use.,Rating: 4.2 out of 5,245 reviews,3 total hours,36 lectures,Intermediate,Dr. Mohammad Nauman
1118,ArcPy for ArcMap Level 1: Python Programming for ArcGIS,"If You Want To Learn Python <strong>Programming</strong> Basic To Advanced For ArcGIS, Then This Course is For You.",Rating: 4.2 out of 5,44 reviews,7 total hours,53 lectures,All Levels,MD. Shahriar Alam
1119,Intro To SQLite Databases for Python Programming,Learn Sqlite Database With Python The Fast and Easy Way!,Rating: 4.3 out of 5,412 reviews,1.5 total hours,24 lectures,Beginner,John Elder
1120,Git & GitHub Masterclass,Add  real world development team skills for version control and source control to your resume & <strong>programming</strong> arsenal!,Rating: 4.6 out of 5,1339 reviews,11.5 total hours,74 lectures,All Levels,"Tim Buchalka's Learn Programming Academy, Eduardo Rosas"
1121,PHP OOP: Object Oriented Programming for beginners + Project,PHP OOP: Learn Object Oriented PHP by Building a Real World Application Making You a PHP Developer from Zero to Hero,Rating: 4.6 out of 5,3817 reviews,18.5 total hours,225 lectures,All Levels,"Edwin Diaz, Coding Faculty Solutions"
1122,Learning JavaScript Programming Tutorial. A Definitive Guide,Master the art of JavaScript <strong>Programming</strong>. A practical hands on tutorial that builds real JavaScript <strong>programming</strong> skills,Rating: 4.5 out of 5,511 reviews,9.5 total hours,93 lectures,All Levels,Infinite Skills
1123,SAS Programming Complete: Learn SAS and Become a Data Ninja,SAS Data Step. SQL STEP. Macros. SAS Model Building. Predictive Analytics. SAS and Machine Learning.,Rating: 4.5 out of 5,2461 reviews,12.5 total hours,154 lectures,All Levels,Ermin Dedic
1124,Python Programming for Beginners,Learn Python <strong>Programming</strong> Fast and Easy,Rating: 4.5 out of 5,72 reviews,2 total hours,14 lectures,All Levels,Axel Mammitzsch
1125,"Arduino : Electronics circuit, PCB Design & IOT Programming","Industrial Datalogger, Electronics circuit design, Embedded System, Eagle PCB Design, Arduino <strong>Programming</strong> and IOT system",Rating: 4.6 out of 5,442 reviews,24.5 total hours,124 lectures,All Levels,Piyush Charpe
1126,C Programming 360° Bootcamp: Zero to Hero,,Rating: 4.8 out of 5,42 reviews,13.5 total hours,118 lectures,All Levels,Electrovert Labs
1127,C Programming Language Hands-On-Lab Challenge,,Rating: 0.0 out of 5,0 reviews,22.5 total hours,140 lectures,All Levels,Atish Jain
1128,Programming Practices for Software Engineers,,Rating: 0.0 out of 5,0 reviews,7 total hours,84 lectures,All Levels,RougeNeuron Academy
1129,8086 Microprocessor - Architecture & Programming,,Rating: 5.0 out of 5,2 reviews,19 total hours,40 lectures,Intermediate,Dr. Yogesh Misra
1130,The Guide to Computer Programming in Java,,Rating: 4.9 out of 5,4 reviews,7 total hours,48 lectures,All Levels,Alexandru Dincă
1131,Programming with Python - part1,,Rating: 0.0 out of 5,0 reviews,4.5 total hours,17 lectures,Beginner,Alison A
1132,Go Programming Bootcamp,,Rating: 4.8 out of 5,80 reviews,15.5 total hours,81 lectures,All Levels,Derek Banas
1133,C# Tutorial: Full Course For Beginners - Fundamentals of C#,,Rating: 0.0 out of 5,0 reviews,26.5 total hours,16 lectures,Beginner,Furkan Gözükara
1134,150+ Exercises - Object Oriented Programming in Python - OOP,Test your Python <strong>programming</strong> skills in object-oriented <strong>programming</strong> (OOP) and solve over 150 exercises! - Python,Rating: 3.7 out of 5,87 reviews,1 total hour,162 lectures,Intermediate,Paweł Krakowiak
1135,Excel VBA programming by Examples (MS Excel 2016),"Recording Macro, Creating Excel VBA form, Fetching data from MS Access, Working with multiple sheets and workbook",Rating: 4.6 out of 5,5893 reviews,4.5 total hours,35 lectures,Expert,Gopal Prasad Malakar
1136,Java Puzzles to Eliminate Code Fear,The fastest way to actually master Java <strong>programming</strong> and become a dangerous developer!,Rating: 4.1 out of 5,1836 reviews,7.5 total hours,35 lectures,All Levels,Imtiaz Ahmad
1137,MATLAB -Basics and Programming,:In depth Guide for Beginners,Rating: 4.4 out of 5,129 reviews,12.5 total hours,67 lectures,Beginner,Dr. Vaibhav Hendre
1138,Python for OOP: The A-to-Z OOP Python Programming Course,"Learn Python OOP and Improve Your Python <strong>Programming</strong> Skills by Writing Code That Is Readable, Modular, and Reusable",Rating: 4.3 out of 5,86 reviews,3.5 total hours,30 lectures,Beginner,Meta Brains
1139,Python for Newbies - Complete Python Bootcamp (2022 Edition),Learn the basics of Python <strong>programming</strong> as a new beginner (newbie) to the world of <strong>programming</strong>.,Rating: 4.6 out of 5,12 reviews,4 total hours,35 lectures,All Levels,"The Click Reader, Merishna Singh Suwal"
1140,SAS Programming - Learn SAS from Beginner to Advanced,"Learn SAS with this A-Z SAS <strong>Programming</strong> Course. SAS  <strong>Programming</strong>, SAS Reporting, SAS Data Analysis",Rating: 4.3 out of 5,792 reviews,8.5 total hours,102 lectures,All Levels,Alan H Yue
1141,What's New in Java 9 - Modules and More!,"Improve Your Career Prospects by Learning About New Java 9 Features Like Modules, JShell, Processes and More.",Rating: 4.5 out of 5,769 reviews,7.5 total hours,63 lectures,Intermediate,"Tim Buchalka's Learn Programming Academy, Dr. Frank Mitropoulos"
1142,Salesforce Development Training for Beginners,Salesforce Development :Learn about Apex <strong>programming</strong> and Salesforce development. Become a Salesforce Developer.,Rating: 4.6 out of 5,6575 reviews,14 total hours,109 lectures,All Levels,Deepika Khanna
1143,Reactive Programming in Python,Functional reactive data flows for GUIs and distributed network applications,Rating: 3.9 out of 5,22 reviews,3.5 total hours,23 lectures,Beginner,Packt Publishing
1144,The Complete Guide to Bubble Visual Programming,Learn how to build sophisticated web applications like AirBnB Yelp Twitter with no code using Bubble Visual <strong>Programming</strong>,Rating: 4.4 out of 5,669 reviews,16 total hours,163 lectures,All Levels,Henry Habib
1145,Learn Advanced C++ Programming,C++ <strong>Programming</strong> for Advanced Concepts,Rating: 5.0 out of 5,219 reviews,15.5 total hours,75 lectures,Intermediate,Umair Khan
1146,R Programming,R <strong>Programming</strong> Language,Rating: 4.7 out of 5,24 reviews,6.5 total hours,25 lectures,All Levels,Prof. Dr. Academic Educator
1147,Python Programming Fundamentals for beginners,Learn to code with Python  from scratch,Rating: 4.3 out of 5,48 reviews,2 total hours,24 lectures,Beginner,Bluelime Learning Solutions
1148,Learn Python Programming Masterclass,Python Practical Training For Beginners 2021: Go From Basics To Advanced By Developing 6 Real Python Projects,Rating: 4.5 out of 5,46 reviews,14 total hours,171 lectures,All Levels,Vikram Singh
1149,Python3 For Absolute Beginners From Scratch to Advance Level,"Learn Python3 <strong>programming</strong> with Hands-On Approach. Learn Python from scratch in 2023 using Examples, Exercises and More",Rating: 4.2 out of 5,309 reviews,7 total hours,93 lectures,Beginner,Muhammad Talha
1150,"Learn 5 PLCs in a Day-AB, Siemens, Schneider, Omron & Delta","PLC <strong>Programming</strong> of Allen Bradley, Delta, Siemens, Omron & Schneider using LIVE Examples with HMI Interfacing",Rating: 4.4 out of 5,4661 reviews,44 total hours,302 lectures,All Levels,Rajvir Singh
1151,The Complete Python Programming Bootcamp,"Learn everything about Python from the Basics to File and Browser Automation, Python GUI, Data Analysis and more!",Rating: 4.4 out of 5,657 reviews,9 total hours,96 lectures,All Levels,"Avinash Jain, The Codex"
1152,CS101 Bootcamp: Introduction to Computer Science & Software,A Computer Science & software <strong>programming</strong> / coding bootcamp for absolute beginners. No coding background necessary.,Rating: 4.3 out of 5,1001 reviews,2.5 total hours,13 lectures,Beginner,Samuel Spencer
1153,Practical C Programming Practices (130+ Common Projects),Master C <strong>programming</strong> with over 130+ best C <strong>programming</strong> practices for absolute beginners to excel in the industry,Rating: 4.5 out of 5,42 reviews,15.5 total hours,139 lectures,All Levels,"Emenwa Global, Zoolord Academy"
1154,C Programming 360° Bootcamp: Zero to Hero,,Rating: 4.8 out of 5,42 reviews,13.5 total hours,118 lectures,All Levels,Electrovert Labs
1155,C Programming Language Hands-On-Lab Challenge,,Rating: 0.0 out of 5,0 reviews,22.5 total hours,140 lectures,All Levels,Atish Jain
1156,Programming Practices for Software Engineers,,Rating: 0.0 out of 5,0 reviews,7 total hours,84 lectures,All Levels,RougeNeuron Academy
1157,8086 Microprocessor - Architecture & Programming,,Rating: 5.0 out of 5,2 reviews,19 total hours,40 lectures,Intermediate,Dr. Yogesh Misra
1158,The Guide to Computer Programming in Java,,Rating: 4.9 out of 5,4 reviews,7 total hours,48 lectures,All Levels,Alexandru Dincă
1159,Programming with Python - part1,,Rating: 0.0 out of 5,0 reviews,4.5 total hours,17 lectures,Beginner,Alison A
1160,Go Programming Bootcamp,,Rating: 4.8 out of 5,80 reviews,15.5 total hours,81 lectures,All Levels,Derek Banas
1161,C# Tutorial: Full Course For Beginners - Fundamentals of C#,,Rating: 0.0 out of 5,0 reviews,26.5 total hours,16 lectures,Beginner,Furkan Gözükara
1162,Python Mega Course: Learn Python Programming,Build Various Types of Apps step by step,Rating: 4.2 out of 5,379 reviews,33.5 total hours,321 lectures,Beginner,Bluelime Learning Solutions
1163,Learn C By Examples : Basics to Advanced Comprehensive Guide,"Concepts and <strong>Programming</strong>, Deep drive into Pointers, Demo of 60+ Coding Challenges, Build & Test Your C with 300+ MCQ",Rating: 4.3 out of 5,1116 reviews,15.5 total hours,254 lectures,All Levels,Dr. Sandeep Thorat
1164,C Programming For Beginners -Build Bank ATM Machine Software,"C  <strong>Programming</strong>: Write C Program Like a Pro, Steps For Better Coding in C <strong>Programming</strong> Language.",Rating: 4.6 out of 5,748 reviews,2.5 total hours,27 lectures,All Levels,Techwood Academy(India)
1165,Python Web Programming,Access and parse the web with Python,Rating: 3.9 out of 5,99 reviews,6 total hours,58 lectures,Beginner,Stone River eLearning
1166,Introduction to Programming,"Learn to program, fundamentals of <strong>programming</strong>, Flowcharts and Pseudocodes, <strong>Programming</strong> from scratch",Rating: 4.1 out of 5,3 reviews,3.5 total hours,46 lectures,Beginner,"AulaGEO Academy, Jairo Galeas"
1167,Perl Programming for Beginners,Perl application,Rating: 4.3 out of 5,730 reviews,7.5 total hours,70 lectures,All Levels,Stone River eLearning
1168,x86 Assembly Language Programming From Ground Up™,"Build over 50 Assembly Programs -  x86 Instruction Set, SIMD, Image Processing Algorithms, DSP Routines, MMX, SSE, AVX",Rating: 4.1 out of 5,1268 reviews,17.5 total hours,79 lectures,All Levels,Israel Gbati
1169,Embedded Software Development using C++,"Object-oriented design and HAL application <strong>programming</strong> on STM32, ARM Cortex-M",Rating: 4.3 out of 5,40 reviews,7 total hours,90 lectures,All Levels,Olaoluwa Raji
1170,Python: Object Oriented Programming,Move beyond the basics with Object Oriented <strong>Programming</strong>,Rating: 4.1 out of 5,101 reviews,1 total hour,37 lectures,Beginner,Frank Anemaet
1171,Arduino Programming for Kids and Beginners with Tinkercad,Learn electrical engineering basics with block-based and text-based arduino <strong>programming</strong>! Build 5 complete real projects!,Rating: 4.9 out of 5,156 reviews,6.5 total hours,70 lectures,Beginner,Eshgin Guluzade
1172,Practical Java Programming Practices (120+ Common Projects),Master Java <strong>programming</strong> with over 120+ best Java <strong>programming</strong> practices for absolute beginners to excel in the industry,Rating: 3.4 out of 5,168 reviews,18 total hours,137 lectures,All Levels,"Emenwa Global, Zoolord Academy"
1173,Mastering Python: 0/1 -> 1/0 | Beginner to Advanced,Ace Python from scratch with hands-on exercises! Learn <strong>programming</strong> using various python packages,Rating: 4.6 out of 5,10 reviews,11 total hours,68 lectures,All Levels,Sai Charan J
1174,Python Programming,Gentle Introduction Python <strong>Programming</strong>,Rating: 3.7 out of 5,112 reviews,16.5 total hours,29 lectures,All Levels,Prof. Venkata L Raju Vatsavayi
1175,Certified Professional in Python Programming - Practice Test,The Complete Python Developer Course Exam,Rating: 4.2 out of 5,136 reviews,40 questions,,All Levels,MOHNAS LTD
1176,Excel Spreadsheet Language and Programming,Prepare you for the new era of spreadsheet <strong>programming</strong>,Rating: 5.0 out of 5,6 reviews,4.5 total hours,15 lectures,All Levels,Tie Cheng
1177,"Windows Service Programming, Debugging, Installing in C#.Net","Create Windows Services on in C# .Net and Visual Studio, Windows service debugging techniques",Rating: 4.6 out of 5,381 reviews,1.5 total hours,29 lectures,All Levels,Naeem Akram
1178,The Rust Programming Language,"Learn a modern, powerful yet safe systems <strong>programming</strong> language!",Rating: 4.3 out of 5,3571 reviews,8.5 total hours,61 lectures,All Levels,Dmitri Nesteruk
1179,Complete C# programming Fundamentals With Example Projects,Master fundamentals of C# <strong>programming</strong> from beginner to advance & build your C# <strong>programming</strong> skill with sample projects,Rating: 4.1 out of 5,46 reviews,12.5 total hours,122 lectures,All Levels,"Emenwa Global, Zoolord Academy"
1180,The Complete Dart Learning Guide [2022 Edition],A Complete Guide to the Dart <strong>Programming</strong> Language,Rating: 4.5 out of 5,496 reviews,7.5 total hours,64 lectures,All Levels,Hassan Fulaih
1181,The Complete C Programming Course for Beginners,C <strong>Programming</strong>: The Fundementals of C <strong>Programming</strong> Language from Ground UP with Illustrated + Hands on Coding Expalanation,Rating: 3.5 out of 5,1254 reviews,6.5 total hours,96 lectures,Beginner,Md. A. Barik
1182,C Programming 360° Bootcamp: Zero to Hero,,Rating: 4.8 out of 5,42 reviews,13.5 total hours,118 lectures,All Levels,Electrovert Labs
1183,C Programming Language Hands-On-Lab Challenge,,Rating: 0.0 out of 5,0 reviews,22.5 total hours,140 lectures,All Levels,Atish Jain
1184,Programming Practices for Software Engineers,,Rating: 0.0 out of 5,0 reviews,7 total hours,84 lectures,All Levels,RougeNeuron Academy
1185,8086 Microprocessor - Architecture & Programming,,Rating: 5.0 out of 5,2 reviews,19 total hours,40 lectures,Intermediate,Dr. Yogesh Misra
1186,The Guide to Computer Programming in Java,,Rating: 4.9 out of 5,4 reviews,7 total hours,48 lectures,All Levels,Alexandru Dincă
1187,Programming with Python - part1,,Rating: 0.0 out of 5,0 reviews,4.5 total hours,17 lectures,Beginner,Alison A
1188,Go Programming Bootcamp,,Rating: 4.8 out of 5,80 reviews,15.5 total hours,81 lectures,All Levels,Derek Banas
1189,C# Tutorial: Full Course For Beginners - Fundamentals of C#,,Rating: 0.0 out of 5,0 reviews,26.5 total hours,16 lectures,Beginner,Furkan Gözükara
1190,Java Programming Tutorial,Teaching by example and learning by doing,Rating: 4.9 out of 5,5 reviews,14 total hours,169 lectures,All Levels,Andrew Deng
1191,Certified Associate in Python Programming PCAP Practice test,PCAP Certified Associate in Python <strong>Programming</strong> PCAP Practice test Learn python Certified Associate <strong>Programming</strong>,Rating: 4.2 out of 5,10 reviews,120 questions,,All Levels,Muhammad Ismail
1192,Iterators in Functional Programming with Python,Get a thorough understanding of iterators (a crucial part of every Python programmer’s toolbox) to solve many real-world,Rating: 4.1 out of 5,22 reviews,3 total hours,28 lectures,Intermediate,Packt Publishing
1193,The Complete C# Programming Course,"Master C# and .NET Framework - learn with code challenges, exercises, and real-life examples!",Rating: 4.5 out of 5,971 reviews,22 total hours,131 lectures,Beginner,"Codestars • over 2 million students worldwide!, Tod Vachev"
1194,C++ Programming For Humans!,Real <strong>Programming</strong> Skills for Real People (No Experience Required),Rating: 4.6 out of 5,119 reviews,8 total hours,54 lectures,Beginner,Cody Ray Miller
1195,The Complete Dart Language Guide for Beginners and Beyond,"Learn Dart <strong>Programming</strong> in depth. Includes: basic to advanced topics, exercises, and projects. Fully updated to Dart 2.15",Rating: 4.7 out of 5,1306 reviews,10 total hours,184 lectures,All Levels,Andrea Bizzotto
1196,Comprehensive Python Programming Course with Hands-on Coding,"Start from scratch and enter the world of Python <strong>programming</strong>, Analytics & Data Science with this in-depth Python course.",Rating: 4.0 out of 5,260 reviews,31 total hours,88 lectures,All Levels,Uplatz Training
1197,Parallel computing using MPI,Parallel computing and MPI <strong>programming</strong>,Rating: 3.7 out of 5,30 reviews,4 total hours,30 lectures,Beginner,Dr Karveer B Manwade
1198,Mastering Python 3 Programming,Get acquainted with the concepts of Python 3.x <strong>programming</strong> to enhance the performance of your code,Rating: 3.6 out of 5,9 reviews,10 total hours,101 lectures,Beginner,Packt Publishing
1199,Python Programming  for Beginners : Learn Python Quickly,Learn Coding Fast with Hands-On Projects,Rating: 4.5 out of 5,18 reviews,16 total hours,162 lectures,Beginner,Bluelime Learning Solutions
1200,F# From the Ground Up,Launch your journey into .NET's functional-first <strong>programming</strong> language,Rating: 4.6 out of 5,740 reviews,5.5 total hours,49 lectures,Beginner,Kit Eason
1201,Complete Python Programming 2020: Beginner to Advanced,"In this Python course, Learn every dimension of Python <strong>Programming</strong> and Do Machine Learning, Data Science and with Python",Rating: 4.3 out of 5,492 reviews,15 total hours,164 lectures,All Levels,"Mostafa Bigdeli, Milad Ahmadi"
1202,Python introduction to programming,start your adventure with <strong>programming</strong> and learn Python by coding,Rating: 4.0 out of 5,9 reviews,8.5 total hours,103 lectures,Beginner,Krzysztof Raczynski
1203,Build Undetectable Malware Using C Language: Ethical Hacking,In This Advance Ethical Hacking Course You Will Learn How To Create Your Own Penetration Testing Tool With C <strong>Programming</strong>,Rating: 4.4 out of 5,1096 reviews,3 total hours,23 lectures,Expert,"Aleksa Tamburkovski, Joe Parys"
1204,Java MTA - Introduction to Programming Using Java 98-388,Your Complete Java Resource to Succeed in the Java Certification MTA 98-388 exams.,Rating: 4.6 out of 5,126 reviews,6.5 total hours,54 lectures,All Levels,"Dr. Chris Mall • 30,000+ Students Worldwide"
1205,C# Intermediate Programming : The Next Steps,A Great Way To Extend Your C# Beginner Skills By Solving More Advanced Real World Problems Using Windows Form Apps,Rating: 4.3 out of 5,655 reviews,31 total hours,216 lectures,Intermediate,Charlie Chiarelli
