,Course Title,Course Headline,Rating,Reviews,Course Length,Lectures,Level,Instructor
4984,Front End Web Development Ultimate Guide,You'll learn all the fundamentals of Front-End <strong>Web</strong> Development and how you can  Use them to start creating websites!,Rating: 4.1 out of 5,9137 reviews,92.5 total hours,690 lectures,All Levels,"Josh Werner, Learn Tecc"
4985,Full Stack Web Development using JavaScript,"Project-based learning approach on <strong>Full</strong> <strong>Stack</strong> <strong>Web</strong> Application Development using React, Node, Express and MongoDB (MERN)",Rating: 4.6 out of 5,29 reviews,23 total hours,51 lectures,Beginner,Abel Choy
4986,Web Application Development - Learn by Building 3 Web Apps,Use the power of HTML5 and jQuery to develop 3 Latest <strong>Web</strong> Apps! It's a pathway to Game Development and User Interfaces !,Rating: 3.7 out of 5,21 reviews,1.5 total hours,29 lectures,Beginner,Akshay Nagpal
4987,Understanding HTML and CSS,"Deeply understand Semantic HTML5, CSS3, Flexbox, Grid, learn to read the specifications, and more.",Rating: 4.7 out of 5,1237 reviews,14.5 total hours,207 lectures,All Levels,Anthony Alicea
4988,HTML5 and CSS3 Interview Questions & Answers,Most commonly asked HTML5 & CSS3 interview questions with answers. Apply confidently for <strong>Full</strong> <strong>Stack</strong> <strong>Web</strong> <strong>Developer</strong> jobs.,Rating: 4.3 out of 5,46 reviews,34 total mins,5 lectures,All Levels,Uplatz Training
4989,Web Design for Beginners: Real World Coding in HTML & CSS,"Launch a career as a <strong>web</strong> designer by learning HTML5, CSS3, responsive design, Sass and more!",Rating: 4.6 out of 5,23116 reviews,11 total hours,71 lectures,All Levels,Brad Schiff
4990,"50+ Web Projects with HTML, CSS, and JavaScript","HTML, CSS, and JavaScript. Build 50+ <strong>Web</strong> Projects with HTML, CSS, and JavaScript",Rating: 4.6 out of 5,123 reviews,25 total hours,101 lectures,All Levels,"Code And Create, George Lomidze, Lasha Nozadze"
4991,NEW Full-Stack web development,"learn to build website with HTML5, CSS3, PHP7, SQL, JavaScript and MySQL",Rating: 3.9 out of 5,31 reviews,3 total hours,19 lectures,All Levels,Harshit Srivastava
4992,Web Development - Complete Fast Track Course,"Become a <strong>full</strong>-<strong>stack</strong> <strong>web</strong> <strong>developer</strong> in a month. Master HTML, CSS, Javascript, JQuery, PHP, MySQL and more!",Rating: 3.8 out of 5,3023 reviews,29.5 total hours,73 lectures,All Levels,Ruben Giuliani
4993,Front End Web Development with Javascript HTML CSS Bootstrap,"<strong>Full</strong> Front end <strong>web</strong> development with HTML, CSS, Bootstrap, JavaScipt (JS) and practice with hands-on Javascript projects",Rating: 4.5 out of 5,188 reviews,15 total hours,124 lectures,All Levels,Oak Academy
4994,Get a Job As a Web Developer: A Step-by-Step Guide,"Tips, tricks and industry secrets to help you land that <strong>web</strong> development job! A step-by-step guide to getting hired.",Rating: 4.6 out of 5,254 reviews,3 total hours,50 lectures,All Levels,Kalob Taulien
4995,Web Development Projects For Beginners,Hands-on step by step <strong>web</strong> development projects,Rating: 4.6 out of 5,8 reviews,2 total hours,20 lectures,Beginner,Bluelime Learning Solutions
4996,Complete Web Design Development Course from Scratch (2023),Learn complete <strong>web</strong> design development course from scratch. Getting started guide to become a <strong>web</strong> designer / <strong>developer</strong>,Rating: 4.0 out of 5,1 review,53.5 total hours,793 lectures,All Levels,Fatah Gabrial
4997,Web Technology for Entrepreneurs,"Learn how to create a tech <strong>stack</strong> for a million+ user <strong>web</strong> application, with no programming involved!",Rating: 4.9 out of 5,64 reviews,1.5 total hours,13 lectures,Beginner,Alex Lee
4998,Backend web development with Django 2 - Build 8 projects,"A course for beginners in back end, uses Django 2, python3 to make you a <strong>full</strong> <strong>stack</strong> <strong>developer</strong>",Rating: 3.9 out of 5,300 reviews,6 total hours,43 lectures,All Levels,Igneus Technologies
4999,"CSS, Bootstrap ,JavaScript, Web Development Course","Learn <strong>Web</strong> Development Complete Course, CSS, Bootstrap And JavaScript complete <strong>Web</strong> development <strong>Stack</strong> course 2022",Rating: 4.3 out of 5,238 reviews,5 total hours,56 lectures,Beginner,PROPER DOT INSTITUTE
5000,"Design, Code and Host Django Ecommerce Site From Scratch",The complete process of <strong>web</strong> development using Django. A single video to become <strong>full</strong> <strong>stack</strong> <strong>developer</strong>.,Rating: 4.1 out of 5,10 reviews,8.5 total hours,37 lectures,Intermediate,Somveer Sangwan
5001,Web Design & Development Practical 4 in 1 full stack course,"HTML, CSS, JavaScript, Bootstrap <strong>full</strong> <strong>stack</strong> video course with 5 Projects Code with Project Files / Reports for Download",Rating: 4.3 out of 5,13 reviews,14 total hours,132 lectures,All Levels,Balvir Chahal
5002,HTML&CSS Tutorial and Projects Course 2023 (Flexbox&Grid),<strong>Web</strong> Development for absolute beginners.Learn HTML5 and CSS3 from scratch by building 20+ amazing real world projects.,Rating: 4.7 out of 5,4225 reviews,40 total hours,445 lectures,All Levels,John Smilga
5003,The Complete 2020 Web Developer Master Course,Everything you need to know to become a <strong>Web</strong> <strong>Developer</strong> in 2020!,Rating: 4.0 out of 5,952 reviews,66 total hours,360 lectures,All Levels,Jesse Caine
5004,Bitcoin and Cryptocurrency Bootcamp,From Mining and the Blockchain to Ethereum and Smart Contracts,Rating: 4.6 out of 5,1798 reviews,8.5 total hours,75 lectures,All Levels,"Colt Steele, Kevin Katz"
5005,How to get a job as a web developer,"Tips, tricks, and industry secrets to landing your dream job",Rating: 4.6 out of 5,9 reviews,43 total mins,23 lectures,All Levels,Kalob Taulien
5006,"Complete Guide in HTML, CSS & JavaScript",A detailed step by step <strong>web</strong> development practical guide designed to help beginners become professional <strong>developers</strong>.,Rating: 4.6 out of 5,274 reviews,21 total hours,112 lectures,Beginner,Jerome Morales
5007,Complete FrontEnd Web Development and Design HTML CSS JS,Complete guide to learning how to program online HTML CSS HTML5 CSS3 JavaScript jQuery,Rating: 4.6 out of 5,862 reviews,22 total hours,251 lectures,Beginner,Laurence Svekis
5008,JavaScript Programming,Become a <strong>Full</strong> <strong>Stack</strong> <strong>Web</strong> <strong>Developer</strong> with comprehensive training on JavaScript. Get free JavaScript Interviews Q&A booklet.,Rating: 3.2 out of 5,163 reviews,33 total hours,47 lectures,All Levels,Uplatz Training
5009,Front End Web Development Niche Website Complete Project,Front End <strong>Web</strong> Development Niche Website Complete Project <strong>Web</strong> Development Classifieds Websites  Niche Website,Rating: 4.7 out of 5,170 reviews,11 total hours,101 lectures,All Levels,Muhammad Ismail
5010,JavaScript Interview Questions & Answers,Most commonly asked JavaScript interview questions and answers. Apply confidently for a <strong>Web</strong> / <strong>Full</strong> <strong>Stack</strong> <strong>Developer</strong> jobs.,Rating: 3.9 out of 5,77 reviews,1 total hour,5 lectures,All Levels,Uplatz Training
5011,Angular 10 hands on for Java Developers,Expand your Java skills to become a <strong>full</strong>-<strong>stack</strong> <strong>developer</strong> with the Angular <strong>web</strong> framework,Rating: 4.3 out of 5,413 reviews,18.5 total hours,216 lectures,Intermediate,"Matt Greencroft, Virtual Pair Programmers"
5012,"Full Stack Web Development with React, MUI, Django, and DRF","Build and Deploy a <strong>Full</strong> <strong>Stack</strong> <strong>Web</strong> Application with React, Material UI, Django, and Django Rest Framework",Rating: 3.8 out of 5,13 reviews,6.5 total hours,121 lectures,Intermediate,Harvey Winters
5013,Build an Online Paint Website,Learn <strong>Web</strong> Development Essentials and Become a <strong>Web</strong> <strong>Developer</strong> From Scratch,Rating: 4.7 out of 5,2 reviews,11.5 total hours,133 lectures,All Levels,"Mammoth Interactive, John Bura"
5014,Web Design FORMS Layouts A Must to Learn For All Levels,A Complete Bundle of <strong>Web</strong> Designs For Front End <strong>Web</strong> <strong>Developers</strong> [ Essential Course ],Rating: 4.7 out of 5,68 reviews,2.5 total hours,23 lectures,All Levels,B Praveen Kumar
5015,Full Stack Bootcamp Series - Develop About Page [PART 1],"Develop a responsive about page for an imaginary pastry shop using HTML, CSS, Bootstrap and deploy in AWS.",Rating: 5.0 out of 5,12 reviews,5 total hours,242 lectures,Beginner,Chandrasekaran Janardhanan
5016,Complete HTML & CSS: Learn Web Development with HTML & CSS,<strong>Web</strong> Development: Master HTML & CSS and build amaizing websites. Learn HTML & CSS. Learn <strong>Web</strong> Development. HTML & CSS,Rating: 4.1 out of 5,285 reviews,6 total hours,10 lectures,Beginner,Peter - Web Development: HTML & CSS
5017,The Complete front end web developer Bootcamp - 14 projects,"Learn HTML, HTML5, CSS, CSS3, Bootstrap, JavaScript, Jquery and usage of dozens of plugins like animated CSS & TypeAhead",Rating: 4.4 out of 5,1751 reviews,19 total hours,128 lectures,All Levels,Igneus Technologies
5018,Introduction to Web Development,Are you Interested in Learning <strong>Web</strong> Development? Enroll in this Free course for a Dynamic Introduction to the Profession!,Rating: 4.3 out of 5,1966 reviews,2 total hours,14 lectures,Beginner,"Dollar Design School, Mark Lassoff"
5019,Become a Professional Web Developer | Version 3.0,"Everything you need to know to become a professional <strong>web</strong> <strong>developer</strong> from scratch, updated for modern development.",Rating: 4.3 out of 5,440 reviews,60 total hours,453 lectures,All Levels,Stone River eLearning
5020,Build Furniture E-commerce Website Using PHP,Become a <strong>Full</strong>-<strong>Stack</strong> <strong>Web</strong> <strong>Developer</strong> By Building a Complete Furniture E-commerce Website,Rating: 4.3 out of 5,16 reviews,7 total hours,72 lectures,All Levels,Mustafa Alawi
5021,HTML - Introduction to HTML Web Development,Learn HTML and Master the Building Blocks of HTML <strong>Web</strong> Development,Rating: 4.6 out of 5,836 reviews,5.5 total hours,67 lectures,Beginner,"Kyle Pew, Office Newb"
5022,Web Application Technology Stack,Understanding <strong>Web</strong> Application Technologies,Rating: 3.6 out of 5,23 reviews,3.5 total hours,7 lectures,Beginner,Ebenezer Ogbu
5023,Django for Python Developers,Master Django and Create Python <strong>Web</strong> Applications in Simple Steps,Rating: 4.6 out of 5,560 reviews,10.5 total hours,197 lectures,All Levels,Bharath Thippireddy
5024,The Perfect Web Developer Course for Digital Marketers,"Learn <strong>Web</strong> Development and build professional websites for your business using HTML, CSS & Javascript.",Rating: 4.6 out of 5,9 reviews,6 total hours,76 lectures,Beginner,Ayl DHYBASS
5025,Front End Web Development Bootcamp - Build a Twitter Clone,"Build a Twitter Clone using HTML, CSS, CSS Flexbox, CSS Grid, and JavaScript. Master your Front End <strong>Web</strong> <strong>Developer</strong> Skills",Rating: 4.5 out of 5,418 reviews,12.5 total hours,108 lectures,All Levels,"Code And Create, George Lomidze, Lasha Nozadze"
5026,The Ultimate 2022 Web Development Course,"Practical <strong>Web</strong> Development with Basics, Examples and Complete Projects - Build 5 Websites",Rating: 4.3 out of 5,14 reviews,49.5 total hours,268 lectures,All Levels,Muhammad Haroon
5027,web development for beginners,"HTML,CSS,JavaScript and JQuery",Rating: 4.5 out of 5,385 reviews,6.5 total hours,112 lectures,Beginner,Adnan Ahmad
5028,5 programming languages Front End & Back End Web Development,"This course guides you from beginner to expert. Without knowledge bases, you'll become a master skilled <strong>Web</strong> <strong>Developer</strong>!",Rating: 4.0 out of 5,21 reviews,11 total hours,86 lectures,All Levels,JobboJ Courses
5029,Professional Certification in Web Development,Professional <strong>Web</strong> development made easy,Rating: 4.5 out of 5,7 reviews,3.5 total hours,29 lectures,All Levels,Mathew De Kocks
5030,Coding For Beginners 2 - Get Started With Web Development!,"Learn HTML, CSS & JavaScript the friendly way - No experience required. Go from scratch to coding websites!",Rating: 4.6 out of 5,163 reviews,16 total hours,103 lectures,Beginner,Applause Interactive
5031,JavaScript Developer Bootcamp in 2022 - Beginner to Expert,"Master Modern JavaScript by Building 50 Projects: <strong>Web</strong> Dev, Object Oriented & Asynchronous Programming, Game & AI Dev",Rating: 4.7 out of 5,274 reviews,63.5 total hours,356 lectures,All Levels,Muslim Helalee
5032,The Complete Web Developer Masterclass: Beginner To Advanced,In this complete masterclass course students will learn how to build their very own website from scratch through example,Rating: 4.3 out of 5,3904 reviews,51 total hours,316 lectures,All Levels,"Joe Parys, Shahzaib Kamal, Joe Parys Support"
5033,HTML Web Development Crash Course,Learn how to create websites and <strong>web</strong> applications for the internet.,Rating: 4.9 out of 5,398 reviews,1.5 total hours,18 lectures,Beginner,Frahaan Hussain
5034,Web Development Ultimate Guide,Everything you need to know about <strong>Web</strong> Development,Rating: 4.6 out of 5,149 reviews,11 total hours,252 lectures,All Levels,"Josh Werner, Learn Tecc"
5035,Complete Website Design Bootcamp! Front-End Web Development,Learn <strong>web</strong> development from scratch! Master responsive front-end <strong>web</strong> development by building a complete awesome website,Rating: 4.3 out of 5,62 reviews,18.5 total hours,111 lectures,All Levels,"Emenwa Global, Zoolord Academy"
5036,Python Developer Bootcamp in 2022 - Beginner to Expert,"Master Python in this Gigantic Bootcamp along with SQL, HTML5, CSS3, Flask, Django, Data Science, Machine Learning & GUI",Rating: 4.5 out of 5,226 reviews,82 total hours,502 lectures,All Levels,Muslim Helalee
5037,Beginners Guide to Web Development,"Learn HTML, CSS, and JavaScript to design and develop <strong>web</strong> applications. Discover how to scrape any application easily",Rating: 4.0 out of 5,5 reviews,11 total hours,79 lectures,Beginner,Packt Publishing
5038,Web Development Interview Questions,2020,Rating: 4.5 out of 5,2 reviews,27 questions,,All Levels,Anant Rungta
5039,Full Stack Web Development with Python and Django Course,"Learn how to create websites and <strong>web</strong> apps using HTML, CSS, Bootstrap, Python and Django!",Rating: 4.4 out of 5,90 reviews,8 total hours,118 lectures,Beginner,Tanner Siciliano
5040,The Complete JavaScript Course For Web Development Beginners,In this course students will learn the basics of JavaScript and beyond to help them in their <strong>web</strong> development needs,Rating: 4.0 out of 5,1848 reviews,4 total hours,46 lectures,All Levels,"Joe Parys, Ashutosh Pawar, Joe Parys Support"
5041,"Learn How To Build Amazing Websites w/ HTML, CSS and Sass","Learn how to build professional websites & become a front-end <strong>developer</strong>! [Includes 2 <strong>Web</strong> Projects, Flexbox, Grid, & SEO]",Rating: 4.7 out of 5,1740 reviews,38.5 total hours,166 lectures,All Levels,"Juan E. Galvan, Nahid Akhter"
5042,The Essential Web Developer Course - Build 12 Websites,"From an absolute beginner, to a certified <strong>Web</strong> <strong>developer</strong>, this course will teach you the ABCs of <strong>Web</strong> development.",Rating: 4.4 out of 5,1216 reviews,16.5 total hours,177 lectures,All Levels,Robert Kanaat
5043,HTML5 and CSS3 Certification Training (beginner to expert),Become a <strong>Web</strong> <strong>Developer</strong> / <strong>Web</strong> Designer / Front End Engineer /Architect with this comprehensive training on HTML5 and CSS3,Rating: 4.1 out of 5,247 reviews,11 total hours,17 lectures,All Levels,Uplatz Training
5044,The Complete Web Developer Course - Build 20 Websites,"Learn the fundamentals of HTML, CSS and JavaScript by building 20 real world websites!",Rating: 4.5 out of 5,125 reviews,17 total hours,315 lectures,All Levels,"John Bura, Mammoth Interactive"
5045,"Master Full-Stack Web Development | Node, SQL, React, & More","Build a fullstack project with Node.js, PostgreSQL, SQL, React, Redux and more! Covers APIs, authentication, and beyond!",Rating: 4.0 out of 5,482 reviews,19 total hours,186 lectures,All Levels,David Joseph Katz
5046,Learn JavaScript for Web Development,Advance your <strong>Web</strong> Development Skills By Learning Javascript from JavaScript Expert!,Rating: 4.6 out of 5,3181 reviews,8.5 total hours,95 lectures,Intermediate,Irfan Dayan
5047,The HTML Web developer Bootcamp,Front end <strong>Web</strong> design in HTML,Rating: 4.5 out of 5,135 reviews,2 total hours,58 lectures,All Levels,Daniel Hovd
5048,The Complete HTML5 and CSS3  Course with 8 Website Design,"The easiest way to Learn <strong>Web</strong> Development Essentials HTML5 and CSS3 and Become a <strong>Web</strong> <strong>Developer</strong> by Coding From Scratch,",Rating: 4.1 out of 5,72 reviews,7.5 total hours,77 lectures,All Levels,Jazeb Akram
5049,HTML CSS JavaScript Course for UI/UX Modern Web Developers,"A Complete Steps Guide for Beginners interested in learning HTML, CSS, & JavaScript to Build Interactive <strong>Web</strong> Pages.",Rating: 4.5 out of 5,37 reviews,18 total hours,198 lectures,All Levels,Metla Sudha Sekhar
5050,Basics of Web Development in 3 Hours,"Learn HTML5, CSS3, JS and Build Your Own Website just in 180 Minutes!",Rating: 4.4 out of 5,40 reviews,3.5 total hours,43 lectures,Beginner,Bihan Mahadewa
5051,"Angular & Django Full Stack: web, backend API, mobile apps","Angular 6 <strong>web</strong> app, python Django 2 RESTfull API, Cross platform iOS and Android mobile with NativeScript",Rating: 4.1 out of 5,646 reviews,20.5 total hours,131 lectures,Beginner,Krystian Czekalski
5052,Learn HTML in a Weekend,"Learn <strong>Web</strong> Development in HTML and CSS, two pillars of <strong>web</strong> dev",Rating: 4.4 out of 5,214 reviews,6 total hours,45 lectures,Beginner,Greg Lafrance
5053,Front-end Web developer MasterClass HTML CSS JavaScript,Learn HTML CSS JavaScript all in one place packed with exercises and source code with examples,Rating: 4.7 out of 5,109 reviews,18 total hours,250 lectures,Beginner,Laurence Svekis
5054,Angular 8 Certification Training (basic to advanced level),"Become a Front End / <strong>Full</strong> <strong>Stack</strong> <strong>Web</strong> <strong>Developer</strong> with complete command over Angular 8. Code, build, deploy an Angular 8 app",Rating: 4.6 out of 5,259 reviews,20.5 total hours,30 lectures,All Levels,Uplatz Training
5055,How to Get a Job as a Web Developer - Start Your Career,A course on getting a job as a <strong>web</strong> <strong>developer</strong>. You have the <strong>developer</strong> skills; now it's time to get a job in the industry.,Rating: 4.3 out of 5,37 reviews,2 total hours,17 lectures,All Levels,Adria Jimenez
5056,HTML and CSS for Beginners - Build a Website & Launch ONLINE,HTML and CSS for Beginners  course will give your all the knowledge you need to master HTML and CSS easily and quickly.,Rating: 4.5 out of 5,34305 reviews,6 total hours,49 lectures,All Levels,"Edwin Diaz, Coding Faculty Solutions"
5057,The Complete Front-End Web Development: Start your journey!,"Become a front-end <strong>web</strong> <strong>developer</strong> in 2020! Learn HTML, CSS, JavaScript, jquery, Bootstrap and start your career.",Rating: 4.3 out of 5,130 reviews,9 total hours,65 lectures,Beginner,Camron R.
5058,Build Your Web Developer Portfolio and Brand To Get Hired,Get a level above all other <strong>developers</strong> applying for same job,Rating: 4.7 out of 5,48 reviews,9 total hours,45 lectures,Beginner,Joe Santos Garcia
5059,Web Development: Make A Website That Will Sell For Thousands,"Watch Over The Shoulder Of A Professional <strong>Web</strong> <strong>Developer</strong>, And Learn How To Code A Beautiful, Modern Website From Scratch",Rating: 5.0 out of 5,126 reviews,7.5 total hours,51 lectures,All Levels,Bradley Berger
5060,"Complete JAVASCRIPT with HTML5,CSS3 from zero to Expert-2023","Learn HTML5, CSS3, JavaScript by building a modern looking responsive website.",Rating: 4.1 out of 5,3943 reviews,17 total hours,64 lectures,All Levels,Hemanth kumar
5061,"CSS, Bootstrap ,JavaScript, PHP And Python Full-Stack Course","Learn <strong>Full</strong> <strong>Stack</strong> Course CSS, Bootstrap ,JavaScript, PHP And Python Complete Course",Rating: 4.6 out of 5,38 reviews,11 total hours,137 lectures,Beginner,PROPER DOT INSTITUTE
5062,Diploma in Web Development Certification (Basic to Advanced),Get Global Certification,Rating: 3.9 out of 5,57 reviews,6 total hours,31 lectures,All Levels,Global Education Foundation
5063,Web Development HTML CSS & JS  a  Beginner to Advance guide,"HTML5 CSS3 SASS and JavaScript Modern Responsive websites using CSS Flexbox & CSS Grid, Manipulate the DOM & send JSON",Rating: 4.7 out of 5,131 reviews,25 total hours,132 lectures,All Levels,Norbert B. Menyhart
5064,Practical Guide to Web Development,Get a <strong>Full</strong> Understanding of the <strong>Web</strong> Development Process and Technologies Used on the Internet Today,Rating: 4.0 out of 5,42 reviews,2 total hours,38 lectures,Beginner,Bob Creigh
5065,Complete Web Developers Bootcamp - Noob to Pro,Everything you need to know... in ONE course!,Rating: 3.9 out of 5,7 reviews,17.5 total hours,138 lectures,Beginner,Chris Hawkes
5066,2023-Master in Web Designing Skill,"You will Learn 100% <strong>Web</strong> Development Professionally from 0 to End with HTML, CSS, JS, Creating Website or Templates & SEO",Rating: 4.5 out of 5,381 reviews,27 total hours,300 lectures,All Levels,"Faisal Zamir, Jafri Code"
5067,Master Web Development from Front to Back for Beginners,"Master Front-End and Back-End Languages like HTML5, CSS3, PHP & MySQL and also learn to Build and Deploy website on AWS.",Rating: 4.3 out of 5,34 reviews,4.5 total hours,66 lectures,Beginner,Aakash Pawar
5068,RactiveJS Fundamentals for Web Developers,A complete manual to get you started on the powerful RactiveJS library,Rating: 4.0 out of 5,15 reviews,4 total hours,33 lectures,Intermediate,"Eduonix Learning Solutions, Eduonix-Tech ."
5069,Absolute Beginners  Introduction to web development,Learn practical hands-on <strong>web</strong> development with : HTML | CSS | JavaScript,Rating: 4.2 out of 5,70 reviews,7.5 total hours,78 lectures,Beginner,Bluelime Learning Solutions
5070,Become a Front End Web Developer - JavaScript for Beginners,"Best JavaScript course for beginners with step by step instructions. Learn basics, ES6, DOM and AJAX with mini project.",Rating: 4.3 out of 5,254 reviews,15.5 total hours,334 lectures,Beginner,Chandrasekaran Janardhanan
5071,"React Certification for IT Freshers (with HTML5, CSS3, Js)","Only course you need to take, to learn everything you need to become a Professional react <strong>web</strong> <strong>developer</strong> and get a Job!",Rating: 4.5 out of 5,93 reviews,20 total hours,157 lectures,All Levels,Amaresh Chinnakotla
5072,Becoming a Free Lance Web Developer - The Complete Guide,Learn actionable steps for launching a successful career as a freelance <strong>web</strong> <strong>developer</strong> from an experienced professional,Rating: 4.2 out of 5,171 reviews,3 total hours,33 lectures,All Levels,"Alexander Oni, Lab"
5073,Complete Web Developer Course HTML CSS JavaScript PHP jQuery,"Complete <strong>web</strong> <strong>developer</strong> Guide to websites working with HTML, CSS, JavaScript, PHP, Bootstrap, JQuery, MySQL and more",Rating: 4.4 out of 5,1232 reviews,23 total hours,290 lectures,All Levels,Laurence Svekis
5074,React Full Stack Web Development With Spring Boot(Inc. JWT),"Spring Boot, React, Intellij, Java, Mysql, Liquibase, MVC, CRUD, JWT, <strong>Full</strong> <strong>Stack</strong> Development, JWT (Json <strong>Web</strong> Token)",Rating: 3.6 out of 5,67 reviews,5.5 total hours,76 lectures,All Levels,Senol Atac
5075,How to Start a Freelance Web Developer Business from Scratch,An online course for <strong>web</strong> designers & <strong>developers</strong> who are ready to start their business as a work-from-home freelancer,Rating: 4.3 out of 5,36 reviews,3 total hours,13 lectures,Beginner,Brad Hussey
5076,"Node, SQL, & PostgreSQL - Mastering Backend Web Development","Boost your Node, Express, SQL, PostgreSQL and Backend Development Skills! NodeJS, Databases, Express, JS, ES6, + more!",Rating: 4.5 out of 5,1134 reviews,5 total hours,47 lectures,All Levels,David Joseph Katz
5077,Introduction to  Web Development For Complete Beginners,Learn the basic building blocks for <strong>web</strong> development by creating 7 Practical and useful apps,Rating: 4.4 out of 5,35 reviews,8.5 total hours,90 lectures,Beginner,Bluelime Learning Solutions
5078,Front End  Developer - HTML CSS  Bootstrap JavaScript React,Learn Front End <strong>Web</strong> Development Skills from scratch,Rating: 4.4 out of 5,38 reviews,15.5 total hours,163 lectures,Beginner,Bluelime Learning Solutions
5079,Angular 12 and Python Django Full Stack Web Development,learn to create a <strong>full</strong> <strong>stack</strong> <strong>web</strong> application from scratch using Python Django and Angular 12.,Rating: 3.4 out of 5,24 reviews,4.5 total hours,26 lectures,Intermediate,Vinay Kumar
5080,C Programming For Beginners - Master the C Language,<strong>C</strong> Programming will increase career options.  Become a better dev in other languages by learning <strong>C</strong>.   Pointers explained,Rating: 4.3 out of 5,28905 reviews,23.5 total hours,133 lectures,All Levels,"Tim Buchalka's Learn Programming Academy, Jason Fedin"
5081,C Programming Bootcamp - The Complete C Language Course,<strong>C</strong> Programming 2022: Master the Fundamentals of <strong>C</strong> Programming Language. Join the Comprehensive <strong>C</strong> Bootcamp Masterclass!,Rating: 4.4 out of 5,5260 reviews,44.5 total hours,395 lectures,All Levels,Vlad Budnitski
5082,Mastering Data Structures & Algorithms using C and C++,"Learn, Analyse and Implement Data Structure using <strong>C</strong> and C++. Learn Recursion and Sorting.",Rating: 4.6 out of 5,35555 reviews,58.5 total hours,390 lectures,All Levels,Abdul Bari
5083,Advanced C Programming Course,Become a True Master of the <strong>C</strong> Programming Language - Confidently Apply for Real Time or Embedded <strong>C</strong> Jobs or contracts!,Rating: 4.4 out of 5,3108 reviews,28 total hours,169 lectures,Intermediate,"Tim Buchalka's Learn Programming Academy, Jason Fedin"
5084,Beginning C++ Programming - From Beginner to Beyond,Obtain Modern C++ Object-Oriented Programming (OOP) and STL skills. <strong>C</strong>++14 and <strong>C</strong>++17 covered.  <strong>C</strong>++20 info see below.,Rating: 4.6 out of 5,56157 reviews,46 total hours,305 lectures,All Levels,"Tim Buchalka's Learn Programming Academy, Dr. Frank Mitropoulos"
5085,The Complete C Programming Bootcamp,"Master <strong>C</strong> programming in Visual Studio Code. Learn pointers, macro and low level data manipulation. Embedded ready.",Rating: 4.4 out of 5,1012 reviews,25 total hours,160 lectures,All Levels,"Byte Garage, Byte Garage Instructors"
5086,C_TS452_2021 &C_TS450_2021 SAP Sourcing and Procurement Exam,,Rating: 0.0 out of 5,0 reviews,479 questions,,All Levels,Sebastian Ooi
5087,Embedded C Programming Course from Zero to Hero,,Rating: 0.0 out of 5,0 reviews,14 total hours,64 lectures,All Levels,SM training academy
5088,C Programming Language Hands-On-Lab Challenge,,Rating: 0.0 out of 5,0 reviews,22.5 total hours,140 lectures,All Levels,Atish Jain
5089,6 Practice Tests | SAP HANA 2.0 Ceritification C_HANAIMP_18,,Rating: 0.0 out of 5,0 reviews,480 questions,,All Levels,L G
5090,C_FIORDEV_22 SAP Fiori Certification Exam,,Rating: 4.8 out of 5,9 reviews,300 questions,,All Levels,Rafael Delfino
5091,C_THINK1_02 SAP Certified Design Thinking Certification Exam,,Rating: 4.4 out of 5,6 reviews,120 questions,,All Levels,Rafael Delfino
5092,C_TS410_2020 - SAP Business Process Integration SAP S/4 2020,,Rating: 0.0 out of 5,0 reviews,327 questions,,All Levels,Sebastian Ooi
5093,SAP ABAP 7.5 {C_TAW12_750} Certification Questions,,Rating: 5.0 out of 5,1 review,300 questions,,All Levels,Rafael Delfino
5094,Advanced C Programming Masterclass: Pointers & Memory in C,"Advanced Concepts in <strong>C</strong> Language - Pointers Masterclass, Memory Addressing, Low-Level Programming, Embedded <strong>C</strong> Preparation",Rating: 4.6 out of 5,413 reviews,31 total hours,202 lectures,Intermediate,Vlad Budnitski
5095,C Programming On Windows For Beginners,Master <strong>C</strong> Programming On Windows Taught By A Professional Designed For Beginners,Rating: 4.7 out of 5,333 reviews,5 total hours,45 lectures,All Levels,Daniel McCarthy
5096,Microcontroller Embedded C Programming: Absolute Beginners,Foundation course on Embedded <strong>C</strong> programming  using STM32 Microcontroller.,Rating: 4.6 out of 5,7589 reviews,16.5 total hours,194 lectures,Beginner,"FastBit Embedded Brain Academy, Kiran Nayak"
5097,C Programming Step by Step - Complete Tutorial For Beginners,"<strong>C</strong> language tutorial from basics with <strong>C</strong> operator,loop,array,pointer,function,parameter,string,recursion,structure,file.",Rating: 4.4 out of 5,2915 reviews,17.5 total hours,152 lectures,All Levels,Shibaji Paul
5098,The C++20 Masterclass :  From Fundamentals to Advanced,"Learn and Master Modern C++ From Beginning to Advanced in Plain English :  <strong>C</strong>++11, <strong>C</strong>++14, <strong>C</strong>++17, <strong>C</strong>++20 and More!",Rating: 4.6 out of 5,2072 reviews,113 total hours,580 lectures,All Levels,Daniel Gakwaya
5099,Complete And Ultimate C Programming Course,"From Beginner To Advance, Scratch To Professional, ZERO To Mastery, And A Complete Package To All",Rating: 3.9 out of 5,166 reviews,36.5 total hours,295 lectures,All Levels,Hanoak S
5100,C Programming Language - The Best C Language Beginner Course,Achieve confidence in building <strong>C</strong> programming logic through a hands-on oriented course on <strong>C</strong> programming language.,Rating: 4.5 out of 5,284 reviews,6 total hours,97 lectures,All Levels,"Aptuts Online Coaching, Prashant Nayak"
